Zeitstempel;Maschine_ID;Temperatur;Druck;Gewicht;Laenge;Breite;Hoehe;Energieverbrauch;Status;Fehlercode
11.11.2024-12:02:24;F_VG002;85.1;2.47;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:02:38;F_VG002;84.2;2.53;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:02:52;F_VG002;84.9;2.44;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:03:06;F_VG002;84.8;2.51;161.9;33.9;49.9;25.1;5.0;Aktiv;
11.11.2024-12:03:20;F_VG002;85.2;2.48;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:03:34;F_VG002;84.6;2.52;162.1;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-12:03:48;F_VG002;85.1;2.43;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:04:02;F_VG002;84.6;2.52;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:04:16;F_VG002;85.1;2.56;162.0;34.1;49.9;25.1;5.0;Aktiv;
11.11.2024-12:04:30;F_VG002;85.2;2.51;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:04:44;F_VG002;85.1;2.55;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:04:58;F_VG002;85.5;2.44;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:05:12;F_VG002;85.1;2.52;162.1;34.2;50.0;24.9;5.0;Aktiv;
11.11.2024-12:05:26;F_VG002;85.0;2.51;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:05:40;F_VG002;84.9;2.5;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:05:54;F_VG002;84.8;2.42;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:06:08;F_VG002;85.2;2.51;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:06:22;F_VG002;85.3;2.54;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:06:36;F_VG002;84.7;2.43;162.2;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:06:50;F_VG002;85.2;2.54;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:07:04;F_VG002;85.1;2.55;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:07:18;F_VG002;84.8;2.52;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:07:32;F_VG002;85.2;2.44;161.9;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-12:07:46;F_VG002;85.1;2.5;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:08:00;F_VG002;84.8;2.47;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:08:14;F_VG002;85.2;2.46;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:08:28;F_VG002;84.5;2.4;162.1;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-12:08:42;F_VG002;84.8;2.45;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:08:56;F_VG002;84.7;2.47;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:09:10;F_VG002;84.9;2.46;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:09:24;F_VG002;85.0;2.51;161.8;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:09:38;F_VG002;84.9;2.46;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:09:52;F_VG002;85.0;2.46;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:10:06;F_VG002;85.2;2.46;161.9;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-12:10:20;F_VG002;84.5;2.42;161.9;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-12:10:34;F_VG002;84.6;2.47;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:10:48;F_VG002;84.8;2.55;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:11:02;F_VG002;85.3;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:11:16;F_VG002;84.5;2.47;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:11:30;F_VG002;84.9;2.57;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:11:44;F_VG002;85.1;2.48;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:11:58;F_VG002;85.2;2.53;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-12:12:12;F_VG002;85.4;2.51;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:12:26;F_VG002;85.4;2.52;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:12:40;F_VG002;84.7;2.46;162.1;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:12:54;F_VG002;85.1;2.53;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:13:08;F_VG002;85.1;2.56;162.1;34.1;50.0;25.2;5.0;Aktiv;
11.11.2024-12:13:22;F_VG002;84.9;2.46;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-12:13:36;F_VG002;85.2;2.59;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:13:50;F_VG002;84.9;2.47;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:14:04;F_VG002;85.0;2.52;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:14:18;F_VG002;84.7;2.48;162.0;33.8;50.1;25.0;5.0;Aktiv;
11.11.2024-12:14:32;F_VG002;85.2;2.49;161.9;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-12:14:46;F_VG002;84.8;2.46;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:15:00;F_VG002;84.8;2.52;161.8;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-12:15:14;F_VG002;84.8;2.51;162.1;33.9;49.9;25.0;5.0;Aktiv;
11.11.2024-12:15:28;F_VG002;85.0;2.56;162.0;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-12:15:42;F_VG002;85.0;2.47;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:15:56;F_VG002;85.5;2.49;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:16:10;F_VG002;84.7;2.46;162.2;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:16:24;F_VG002;85.1;2.54;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:16:38;F_VG002;85.3;2.54;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:16:52;F_VG002;85.1;2.51;162.1;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-12:17:06;F_VG002;84.8;2.54;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:17:20;F_VG002;85.3;2.49;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:17:34;F_VG002;85.0;2.48;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:17:48;F_VG002;84.6;2.46;162.1;33.8;50.0;24.9;5.0;Aktiv;
11.11.2024-12:18:02;F_VG002;84.7;2.53;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-12:18:16;F_VG002;85.0;2.51;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:18:30;F_VG002;85.5;2.58;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:18:44;F_VG002;84.8;2.6;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:18:58;F_VG002;84.7;2.49;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:19:12;F_VG002;85.1;2.52;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:19:26;F_VG002;85.1;2.51;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:19:40;F_VG002;84.8;2.46;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:19:54;F_VG002;85.1;2.56;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:20:08;F_VG002;84.4;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:20:22;F_VG002;84.9;2.51;162.1;33.9;49.9;24.9;5.0;Aktiv;
11.11.2024-12:20:36;F_VG002;85.3;2.42;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:20:50;F_VG002;85.2;2.48;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:21:04;F_VG002;85.2;2.48;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:21:18;F_VG002;84.8;2.48;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:21:32;F_VG002;85.3;2.52;162.2;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:21:46;F_VG002;84.9;2.47;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-12:22:00;F_VG002;84.8;2.53;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-12:22:14;F_VG002;84.6;2.5;161.9;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-12:22:28;F_VG002;84.6;2.52;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:22:42;F_VG002;85.3;2.41;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:22:56;F_VG002;85.0;2.45;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:23:10;F_VG002;85.0;2.6;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:23:24;F_VG002;85.2;2.52;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:23:38;F_VG002;85.3;2.41;162.1;34.1;50.0;24.8;5.0;Aktiv;
11.11.2024-12:23:52;F_VG002;84.9;2.55;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:24:06;F_VG002;84.8;2.54;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:24:20;F_VG002;84.5;2.54;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:24:34;F_VG002;85.3;2.49;161.9;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-12:24:48;F_VG002;84.8;2.53;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:25:02;F_VG002;85.2;2.43;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:25:16;F_VG002;85.1;2.49;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:25:30;F_VG002;85.5;2.44;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:25:44;F_VG002;85.3;2.48;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:25:58;F_VG002;85.1;2.47;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:26:12;F_VG002;84.6;2.5;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:26:26;F_VG002;85.2;2.52;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:26:40;F_VG002;85.6;2.45;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:26:54;F_VG002;85.1;2.55;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:27:08;F_VG002;85.1;2.5;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:27:22;F_VG002;84.7;2.49;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:27:36;F_VG002;85.0;2.55;162.1;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-12:27:50;F_VG002;84.7;2.48;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:28:04;F_VG002;85.1;2.56;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:28:18;F_VG002;84.6;2.5;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:28:32;F_VG002;85.4;2.56;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:28:46;F_VG002;85.5;2.4;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:29:00;F_VG002;84.9;2.45;162.1;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-12:29:14;F_VG002;85.3;2.58;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:29:28;F_VG002;84.7;2.4;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:29:42;F_VG002;84.9;2.51;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:29:56;F_VG002;85.0;2.4;162.1;34.2;50.0;25.0;5.0;Aktiv;
11.11.2024-12:30:10;F_VG002;84.8;2.41;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:30:24;F_VG002;84.7;2.55;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:30:38;F_VG002;85.2;2.46;162.1;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-12:30:52;F_VG002;84.7;2.48;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:31:06;F_VG002;85.3;2.57;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:31:20;F_VG002;84.9;2.53;162.0;34.1;49.9;24.9;5.0;Aktiv;
11.11.2024-12:31:34;F_VG002;84.9;2.56;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:31:48;F_VG002;84.6;2.51;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:32:02;F_VG002;85.3;2.53;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:32:16;F_VG002;85.0;2.51;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:32:30;F_VG002;85.2;2.5;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:32:44;F_VG002;84.9;2.57;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:32:58;F_VG002;84.8;2.51;161.8;34.1;50.1;24.9;5.0;Aktiv;
11.11.2024-12:33:12;F_VG002;84.7;2.48;162.2;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:33:26;F_VG002;84.9;2.5;162.1;34.2;50.0;25.0;5.0;Aktiv;
11.11.2024-12:33:40;F_VG002;85.4;2.48;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:33:54;F_VG002;85.0;2.47;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:34:08;F_VG002;85.0;2.51;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:34:22;F_VG002;85.3;2.53;162.2;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:34:36;F_VG002;84.9;2.53;162.1;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:34:50;F_VG002;84.8;2.48;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:35:04;F_VG002;84.7;2.53;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:35:18;F_VG002;85.4;2.6;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-12:35:32;F_VG002;84.7;2.5;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:35:46;F_VG002;85.1;2.42;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-12:36:00;F_VG002;85.1;2.48;162.0;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:36:14;F_VG002;84.9;2.5;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:36:28;F_VG002;84.6;2.55;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:36:42;F_VG002;84.8;2.57;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:36:56;F_VG002;84.6;2.48;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:37:10;F_VG002;84.7;2.49;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:37:24;F_VG002;85.0;2.52;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:37:38;F_VG002;84.9;2.47;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:37:52;F_VG002;84.6;2.52;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:38:06;F_VG002;84.9;2.48;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:38:20;F_VG002;85.1;2.47;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-12:38:34;F_VG002;85.0;2.44;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:38:48;F_VG002;84.6;2.59;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:39:02;F_VG002;85.3;2.44;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:39:16;F_VG002;84.6;2.5;162.0;34.2;50.0;24.9;5.0;Aktiv;
11.11.2024-12:39:30;F_VG002;84.7;2.58;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-12:39:44;F_VG002;85.1;2.42;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:39:58;F_VG002;85.0;2.53;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:40:12;F_VG002;85.4;2.56;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:40:26;F_VG002;84.6;2.53;162.1;34.0;50.0;25.2;5.0;Aktiv;
11.11.2024-12:40:40;F_VG002;84.7;2.57;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:40:54;F_VG002;85.0;2.49;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:41:08;F_VG002;85.3;2.49;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:41:22;F_VG002;85.0;2.52;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:41:36;F_VG002;85.1;2.55;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-12:41:50;F_VG002;84.7;2.47;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:42:04;F_VG002;85.3;2.52;161.9;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:42:18;F_VG002;84.6;2.6;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-12:42:32;F_VG002;85.3;2.58;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:42:46;F_VG002;85.4;2.53;162.1;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-12:43:00;F_VG002;85.4;2.51;162.0;34.0;49.9;25.0;5.0;Aktiv;
11.11.2024-12:43:14;F_VG002;84.8;2.43;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:43:28;F_VG002;84.6;2.54;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:43:42;F_VG002;84.7;2.57;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:43:56;F_VG002;84.8;2.48;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:44:10;F_VG002;84.8;2.49;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:44:24;F_VG002;84.7;2.5;161.9;34.1;49.9;25.0;5.0;Aktiv;
11.11.2024-12:44:38;F_VG002;85.1;2.53;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:44:52;F_VG002;84.7;2.59;162.0;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:45:06;F_VG002;84.8;2.41;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:45:20;F_VG002;84.6;2.47;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:45:34;F_VG002;85.4;2.43;162.1;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-12:45:48;F_VG002;85.0;2.55;162.1;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:46:02;F_VG002;85.3;2.45;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:46:16;F_VG002;85.8;2.51;161.9;33.9;50.0;24.9;5.0;Aktiv;
11.11.2024-12:46:30;F_VG002;85.2;2.52;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:46:44;F_VG002;84.9;2.51;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:46:58;F_VG002;85.0;2.52;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:47:12;F_VG002;85.3;2.51;162.0;34.0;50.0;25.3;5.0;Aktiv;
11.11.2024-12:47:26;F_VG002;85.3;2.43;162.0;34.1;50.0;24.9;5.0;Aktiv;
11.11.2024-12:47:40;F_VG002;85.1;2.54;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:47:54;F_VG002;84.9;2.57;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:48:08;F_VG002;85.3;2.53;161.9;33.9;50.0;24.8;5.0;Aktiv;
11.11.2024-12:48:22;F_VG002;85.4;2.48;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:48:36;F_VG002;85.1;2.47;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:48:50;F_VG002;84.5;2.54;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:49:04;F_VG002;85.3;2.46;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:49:18;F_VG002;84.9;2.54;162.0;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-12:49:32;F_VG002;84.5;2.55;161.9;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-12:49:46;F_VG002;84.9;2.46;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:50:00;F_VG002;85.3;2.57;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:50:14;F_VG002;85.0;2.43;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:50:28;F_VG002;84.8;2.54;161.9;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-12:50:42;F_VG002;84.7;2.53;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:50:56;F_VG002;85.0;2.59;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:51:10;F_VG002;85.3;2.59;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:51:24;F_VG002;85.2;2.46;161.9;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:51:38;F_VG002;85.6;2.51;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:51:52;F_VG002;85.3;2.48;161.8;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:52:06;F_VG002;85.8;2.48;162.1;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-12:52:20;F_VG002;84.7;2.48;162.1;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-12:52:34;F_VG002;85.2;2.44;162.1;34.1;49.9;24.7;5.0;Aktiv;
11.11.2024-12:52:48;F_VG002;84.6;2.51;162.1;34.0;49.9;25.1;5.0;Aktiv;
11.11.2024-12:53:02;F_VG002;84.5;2.49;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-12:53:16;F_VG002;85.2;2.48;162.0;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-12:53:30;F_VG002;85.3;2.42;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:53:44;F_VG002;85.3;2.51;161.9;34.1;50.0;25.1;5.0;Aktiv;
11.11.2024-12:53:58;F_VG002;84.9;2.44;162.0;34.0;50.1;24.9;5.0;Aktiv;
11.11.2024-12:54:12;F_VG002;85.3;2.42;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:54:26;F_VG002;84.6;2.53;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:54:40;F_VG002;85.3;2.54;162.1;34.1;49.9;25.1;5.0;Aktiv;
11.11.2024-12:54:54;F_VG002;85.0;2.49;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:55:08;F_VG002;85.3;2.4;162.0;34.2;50.0;25.0;5.0;Aktiv;
11.11.2024-12:55:22;F_VG002;84.8;2.52;162.0;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:55:36;F_VG002;84.9;2.45;161.9;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:55:50;F_VG002;85.2;2.47;161.9;34.0;50.0;24.9;5.0;Aktiv;
11.11.2024-12:56:04;F_VG002;85.8;2.43;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:56:18;F_VG002;84.7;2.48;162.0;34.1;50.1;25.1;5.0;Aktiv;
11.11.2024-12:56:32;F_VG002;85.4;2.5;161.8;34.0;50.1;25.1;5.0;Aktiv;
11.11.2024-12:56:46;F_VG002;84.7;2.52;162.0;33.9;50.1;24.9;5.0;Aktiv;
11.11.2024-12:57:00;F_VG002;85.6;2.54;162.0;34.0;49.9;24.9;5.0;Aktiv;
11.11.2024-12:57:14;F_VG002;85.2;2.46;162.0;34.0;50.1;25.0;5.0;Aktiv;
11.11.2024-12:57:28;F_VG002;85.1;2.47;162.0;34.1;49.9;25.1;5.0;Aktiv;
11.11.2024-12:57:42;F_VG002;84.9;2.43;162.1;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:57:56;F_VG002;84.9;2.55;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-12:58:10;F_VG002;84.6;2.53;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:58:24;F_VG002;84.9;2.47;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-12:58:38;F_VG002;85.3;2.43;161.9;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:58:52;F_VG002;85.5;2.47;162.1;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-12:59:06;F_VG002;84.8;2.48;162.1;34.0;50.0;25.1;5.0;Aktiv;
11.11.2024-12:59:20;F_VG002;85.2;2.43;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-12:59:34;F_VG002;85.2;2.5;162.0;34.0;50.0;25.2;5.0;Aktiv;
11.11.2024-12:59:48;F_VG002;85.2;2.57;162.0;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:00:02;F_VG002;84.1;2.42;162.1;34.0;50.0;24.8;5.0;Aktiv;
11.11.2024-13:00:16;F_VG002;84.5;2.52;162.1;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:00:30;F_VG002;85.3;2.54;161.8;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:00:44;F_VG002;85.0;2.43;162.0;34.0;50.0;25.0;5.0;Aktiv;
11.11.2024-13:00:58;F_VG002;85.4;2.43;162.0;33.9;50.1;25.0;5.0;Aktiv;
11.11.2024-13:01:12;F_VG002;85.3;2.47;162.0;33.9;50.0;25.0;5.0;Aktiv;
11.11.2024-13:01:26;F_VG002;84.9;2.4;162.0;33.9;50.0;25.1;5.0;Aktiv;
11.11.2024-13:01:40;F_VG002;85.6;2.51;161.9;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:01:54;F_VG002;85.2;2.4;162.0;34.1;50.1;25.0;5.0;Aktiv;
11.11.2024-13:02:08;F_VG002;85.7;2.53;162.1;34.1;50.0;25.0;5.0;Aktiv;
11.11.2024-13:02:22;F_VG002;84.9;2.55;162.0;33.9;50.0;25.0;5.0;Aktiv;
